sim,x1,x2
0,112.11006941542335,97.81565458661294
1,130.2983030194115,102.08367297913838
2,136.05327543519687,132.96102384578035
3,145.52967700373097,128.1415188249345
4,92.12142025429797,103.3847204495471
5,107.94774366294425,127.45292973585033
6,124.8009641871309,119.88758272711884
7,119.54957684579412,102.66407598999608
8,148.30997342279932,132.06047128738334
9,83.13329318539401,74.41338932152453
10,109.44667444407165,101.8298729120216
11,109.65847841525306,126.25098508565034
12,120.41751066932997,115.72934212660066
13,104.38085308529038,88.0886777415658
14,112.6797868223045,109.14036089415701
15,102.58966364815558,130.36984169523285
16,84.56621867049934,87.26782000770532
17,88.50706669094643,111.03148217104277
18,119.99471563699348,123.71722820709569
19,98.27698413063803,98.88719929707129
20,95.91777801295316,92.39350539692761
21,81.8156884934426,95.42421393676355
22,88.40632762422379,81.41544338886814
23,122.32322457040799,123.6609801931625
24,97.87556493868261,115.76948009007543
25,91.85134864802744,92.13028585850914
26,130.29559006429523,125.76454674657575
27,95.83638088047074,86.35450500721862
28,124.18572333236699,118.84191466450257
29,128.03338805271565,117.21447398379492
30,66.57147110606701,79.12130044715155
31,123.28138050245529,109.68920412777742
32,89.89427528983376,78.6202935361284
33,97.82754158698619,102.5071485672929
34,89.76048553140727,98.21410540918843
35,101.07668223624263,111.02888634246452
36,112.66396901759666,101.35000552395232
37,122.06790241494534,103.93525603495856
38,66.15366175507668,76.30447992366894
39,82.22512892112816,96.20652411478231
40,101.38164362836238,87.75936060099178
41,96.14784380983399,111.05625133206145
42,121.53385420165026,120.17074222109726
43,94.81251213317819,114.33101155441457
44,91.3460642103927,107.366431261579
45,92.13524733181632,100.5917118976085
46,113.69861862519888,119.964434825091
47,104.54636176854912,81.60228896198853
48,118.37498788069944,123.82846191193997
49,119.45069672153521,112.30261002456474
50,102.57225582979738,126.1409160696611
51,119.25175887349862,89.77866186016414
52,101.66075055642149,131.9956764621372
53,105.01995842666435,83.69665257181464
54,105.8515714463977,77.93867860437358
55,97.25552096981541,117.16566319222996
56,95.74356170757713,95.43631702724926
57,112.9563959739199,114.0730666274601
58,121.49732771307693,92.41805712392022
59,91.72714433517316,101.7146028085323
60,120.04305292517101,122.34624588864831
61,96.63934427110178,97.72161256974607
62,78.08556683141549,111.09294316044127
63,119.88485614417905,103.0239800930369
64,127.76626078814424,105.28877913169325
65,105.82712273486534,95.24712879284662
66,109.02359251924776,99.7006604693447
67,95.28747605360104,90.0005995798912
68,115.51272214502725,131.35094691319222
69,112.42238850275321,87.62545522496995
70,111.21237168295593,112.23873517889334
71,128.484040369555,107.19609765129086
72,108.55939096490637,112.13181581472978
73,78.59516098422503,94.67568249181087
74,96.94839471646699,94.92471660186182
75,95.14400202567211,115.96338731811382
76,86.50261182336796,81.97406176834934
77,129.6482672786176,126.93803146276207
78,102.38700177821858,104.00202955480937
79,81.63416579036715,87.63588502525538
80,97.97498108571551,116.26484153171378
81,114.33188217267104,92.8264326271348
82,104.54976404645618,92.73171644660718
83,125.21427865760879,97.4361563361677
84,95.10323399382618,84.78195132746788
85,100.52740197764271,97.26435515199746
86,119.5254835312796,120.47935605451886
87,84.11045984865972,82.11746878809471
88,98.65260265895716,112.9585956410346
89,122.67157420548315,128.01426220278557
90,94.68346421953899,94.35045476904382
91,120.0291514141647,98.72245750390623
92,74.61686670422178,80.12654203685938
93,119.45642307588118,110.86622044247315
94,86.25759917175338,98.45685829992485
95,109.84148524531852,95.5874397141192
96,95.02830701821034,95.41201439947183
97,124.65112341868529,120.14541275936155
98,95.30891763683955,93.24888276965842
99,107.43164885613086,116.50048393478221
100,87.11598088939803,84.10956588261952
101,97.36615105231509,92.33447384075653
102,71.56361481489502,78.82109313745167
103,119.11537552819163,120.73155882958484
104,96.9927896050664,93.51460891168276
105,124.27796258224706,115.0736850542106
106,100.62574852633576,102.19976816680953
107,123.46260025720424,114.80113991664187
108,117.26321843400156,115.42981336839597
109,96.35220981083474,114.22333905114512
110,115.88161490117584,127.34626784233868
111,128.57801018430018,98.92759259493458
112,126.70871646824929,107.47848719130344
113,99.14905606213604,117.92771059349869
114,122.30364782024654,111.04798893931168
115,103.6817528184084,99.5436376117709
116,81.96078169926311,104.66386646021189
117,76.05861531475051,89.07536145790706
118,88.00220196278175,102.79600724043814
119,87.51633917905565,86.50730747200271
120,104.95159250211996,90.00840492712055
121,87.63369094587922,96.35219420732804
122,104.26441781642241,99.58492271501002
123,93.80964572416718,86.76799342108478
124,90.9343988913614,79.50002407967634
125,92.6827653902326,91.7474755410521
126,117.55462756606059,103.27404118288142
127,112.64415074293922,110.58346373611921
128,106.01400496009407,125.33806565013805
129,97.09504425970441,80.72499515392781
130,109.7835377730922,98.42612092191611
131,122.35708825349664,122.20580815449769
132,85.73738101538233,107.0053181099917
133,77.16690213135833,102.42929606422916
134,104.31092184176187,94.18927913013262
135,105.20855327465648,98.67860863595915
136,78.80554131578307,76.48752889203243
137,92.67189529763252,88.12330831999115
138,82.23374105477316,100.48453999624229
139,91.63009200515832,90.44965434844308
140,129.1109433429443,122.15497226281452
141,119.8081585691325,99.09785238088892
142,114.89090933670998,112.6967456839541
143,107.82511788739612,106.84774827594686
144,97.85536785879953,112.03211960673865
145,97.24419496286542,85.08356011404413
146,117.73707444573444,105.92614503430752
147,93.23916614498499,114.84361050246594
148,97.70049525440906,109.38317867826426
149,101.00945695683646,89.86932166326207
150,94.85580465150673,93.43042508684373
151,109.12875772915757,120.69416050150113
152,107.7262135208566,99.77822361420647
153,99.72846236210958,74.96694211582016
154,93.85870814596358,110.74500554119912
155,60.934344253404234,101.65036388173766
156,120.60386730532484,118.01490034899297
157,106.66833586376882,101.91737888793888
158,110.6370633873351,101.7725182499657
159,90.16084075419894,112.8634500601387
160,99.31766561996344,91.0794160038945
161,91.16867837489995,79.29271019969542
162,92.53402141341499,99.12933391089972
163,90.20568915836206,86.81678340769385
164,110.06238103766145,105.07404065402253
165,104.5415409829318,95.8502392047708
166,97.84365487370005,107.93077579923573
167,126.66046963566927,130.3090728181391
168,111.9585916898944,97.85960607568424
169,94.67635032058644,101.67908785656894
170,98.23076737741074,115.65734845268193
171,123.94030895740357,97.49939860226101
172,116.04485381347388,89.17393160589894
173,109.80162458915464,100.39410573148697
174,86.30288868461668,105.72891747682203
175,124.58188662171084,126.93350577322381
176,115.71050525534709,122.41232679692344
177,112.78146260587222,103.025747604904
178,98.16549403109623,82.3832956597999
179,92.81902425721327,110.3756082967159
180,118.5323099924183,115.79786589996388
181,106.7147928530011,127.0092525794956
182,112.5169881190344,102.50123377817054
183,96.9918618333268,101.2129003933122
184,110.10946930043649,108.4215536769784
185,113.06557599663212,141.50910600953227
186,122.9129202977332,115.48219079624587
187,112.27015901648386,96.00779344386862
188,91.9956364465033,106.71492609486636
189,96.22564584151424,106.25107517540172
190,98.02779063944065,84.5313718395485
191,104.88929603688496,114.97836124978444
192,108.85936027543609,118.34520970450869
193,114.30316863610389,95.9644028155185
194,69.73192578201775,105.1416279941299
195,132.4050578619693,110.91899240384572
196,94.25596051682119,107.082579640981
197,108.21063489307252,120.8157034228078
198,125.26741247685663,84.4525718284719
199,76.88502781636289,79.22021870290318
200,99.46630788261227,115.88934247360005
201,98.69095997841431,108.94245348775088
202,113.0773023141112,97.51513986959543
203,99.58620513579744,122.8951581288743
204,87.30661549717966,98.0276352205036
205,96.30214563673368,86.503343430449
206,109.7570444206964,123.64987410047951
207,116.95631333734595,118.90416327771139
208,118.49129575654895,113.3322252574249
209,108.44113527574217,118.1747280303631
210,130.3229161162439,129.3276277752001
211,79.78375122811603,97.55347158995383
212,120.27096304494778,132.6265889168946
213,119.07980441492248,111.2479568300808
214,87.69416484771617,69.08878776794123
215,89.71415338021151,108.79406084259952
216,114.23957423063831,116.36836691558565
217,105.85638139886277,106.38386508322597
218,101.88983709022197,100.25524739218949
219,102.4184456349365,104.89451283678451
220,79.78330931937259,130.63686531800562
221,85.30923923281489,91.93050179743825
222,102.51803265408337,115.18266813484956
223,129.8233519912737,92.22791022464442
224,87.22415376281742,71.46646490433375
225,130.0965055210486,130.4956060236014
226,102.0592346979255,81.931054938281
227,83.223717502532,123.98828964923773
228,104.12576132476448,102.81830359930656
229,90.76260631540626,91.28132993497532
230,99.15753425058244,77.71843819448574
231,105.13373709332257,94.5508396019852
232,94.79030773017294,103.47985582248342
233,99.20075839666163,118.32105304204255
234,101.386642874069,126.3001829948919
235,84.96066620832599,94.5899483484166
236,96.17211587589371,100.16068518074923
237,111.92067096880511,127.36633215272735
238,100.20609103225664,99.765455261096
239,112.78099979341961,117.76033868414423
240,106.79172872215238,117.90964428615531
241,92.4947455631277,95.21278087927999
242,108.40140686363407,116.84184107786874
243,107.93812305314756,97.15869554419957
244,96.19234937448797,91.33312439091718
245,94.37436877063476,102.25112296368957
246,107.41005006793912,103.51899612537504
247,74.87103250684922,73.49046248906296
248,77.8434542198845,63.94292204574991
249,104.15633297466587,108.3823191849553
250,133.03176692690224,108.51052728102661
251,104.09266054906168,110.31738470431159
252,93.98806365608547,97.48086955152151
253,106.83561322741485,98.97956007135636
254,92.21286172824942,118.7415116963517
255,123.29952127723297,134.45735164825214
256,86.61676766317456,116.42265098959133
257,113.05661246225525,96.16070943907592
258,73.20665359551373,93.53959355315203
259,108.18700329666396,105.91892578180153
260,102.95330096176144,112.32338974525409
261,114.9394570491564,99.07631410676748
262,104.39915822580305,87.28003640737404
263,90.22769271861848,75.69445259321814
264,141.08571846637778,142.96985139173057
265,114.89903998131226,104.42144278865895
266,74.6801716695015,74.59371502072503
267,119.7743226780403,125.5046925205373
268,78.79710522371265,94.02924580000224
269,86.90636886003627,113.34381065373914
270,88.00607704232294,100.97950023354528
271,107.27025414078722,105.2526780242277
272,120.93083591150733,110.32281638776507
273,105.11945007386161,114.13145901192405
274,82.61520003395968,99.42527458097912
275,113.9191694865871,98.07140193930339
276,87.06559338794361,121.249893470975
277,93.54142698710393,99.52907770213551
278,93.71169356393891,89.78174934014758
